Isto é decepcionante.,Negativní
Que experiência horrível.,Negativní
Cometeste um erro.,Negativní
Estou preocupado com isto.,Negativní
Isto irrita-me.,Negativní
Estou muito insatisfeito com o serviço.,Negativní
Isto não era o que eu esperava.,Negativní
A situação é desesperadora.,Negativní
Tivemos uma viagem terrível.,Negativní
Sinto-me triste hoje.,Negativní
O tempo está terrível.,Negativní
Das ist ein großartiger Tag!,Pozitivní
Ich fühle mich heute wunderbar.,Pozitivní
Alles läuft gut.,Pozitivní
Was für ein schönes Wetter!,Pozitivní
Ich liebe das!,Pozitivní
Ausgezeichnete Arbeit!,Pozitivní
Herzlichen Glückwunsch!,Pozitivní
Hab eine fantastische Zeit!,Pozitivní
Das schmeckt köstlich.,Pozitivní
Ich bin so glücklich.,Pozitivní
Das ist erstaunlich!,Pozitivní
Was für eine schöne Überraschung!,Pozitivní
Du hast großartige Arbeit geleistet!,Pozitivní
Ich freue mich darauf.,Pozitivní
Das bringt mich zum Lächeln.,Pozitivní
Ich bin mit den Ergebnissen sehr zufrieden.,Pozitivní
Das ist genau das was ich wollte.,Pozitivní
Die Aussicht ist atemberaubend.,Pozitivní
Ich fühle mich wunderbar und glücklich.,Pozitivní
Das Wetter ist schön.,Pozitivní
Das ist ein schrecklicher Tag.,Negativní
Ich fühle mich heute furchtbar.,Negativní
Alles geht schief.,Negativní
Was für ein schreckliches Wetter!,Negativní
Ich hasse das!,Negativní
Schlechte Arbeit.,Negativní
Mein Beileid.,Negativní
Das schmeckt ekelhaft.,Negativní
Ich bin so traurig.,Negativní
Das ist enttäuschend.,Negativní
Was für eine schreckliche Erfahrung.,Negativní
Du hast einen Fehler gemacht.,Negativní
Ich mache mir Sorgen deswegen.,Negativní
Das macht mich wütend.,Negativní
Ich bin mit dem Service sehr unzufrieden.,Negativní
Das ist nicht das was ich erwartet habe.,Negativní
Die Situation ist hoffnungslos.,Negativní
Wir hatten eine schreckliche Reise.,Negativní
Der Tag ist schrecklich.,Negativní
Ich bin traurig und besorgt.,Negativní
To wspaniały dzień!,Pozitivní
Czuję się dziś cudownie.,Pozitivní
Wszystko idzie dobrze.,Pozitivní
Jaka piękna pogoda!,Pozitivní
Uwielbiam to!,Pozitivní
Doskonała robota!,Pozitivní
Gratulacje!,Pozitivní
Baw się fantastycznie!,Pozitivní
To smakuje wyśmienicie.,Pozitivní
Jestem taki szczęśliwy.,Pozitivní
To jest niesamowite!,Pozitivní
Cóż za miła niespodzianka!,Pozitivní
Świetnie się spisałeś!,Pozitivní
Jestem tym podekscytowany.,Pozitivní
To wywołuje uśmiech na mojej twarzy.,Pozitivní
Jestem bardzo zadowolony z wyników.,Pozitivní
To dokładnie to czego chciałem.,Pozitivní
Widok zapiera dech w piersiach.,Pozitivní
Czuję się cudownie i szczęśliwy.,Pozitivní
Pogoda jest piękna.,Pozitivní
To okropny dzień.,Negativní
Czuję się dziś okropnie.,Negativní
Wszystko idzie źle.,Negativní
Jaka fatalna pogoda!,Negativní
Nienawidzę tego!,Negativní
Słaba praca.,Negativní
Moje kondolencje.,Negativní
To smakuje obrzydliwie.,Negativní
Jestem taki smutny.,Negativní
To rozczarowujące.,Negativní
Co za okropne doświadczenie.,Negativní
Popełniłeś błąd.,Negativní
Martwię się o to.,Negativní
To mnie złości.,Negativní
Jestem bardzo niezadowolony z obsługi.,Negativní
To nie to czego się spodziewałem.,Negativní
Sytuacja jest beznadziejna.,Negativní
Mieliśmy okropną podróż.,Negativní
Dzień jest okropny.,Negativní
Jestem smutny i rozczarowany.,Negativní
C'est une journée formidable!,Pozitivní
Je me sens merveilleusement bien aujourd'hui.,Pozitivní
Tout se passe bien.,Pozitivní
Quel beau temps!,Pozitivní
J'adore ça!,Pozitivní
Excellent travail!,Pozitivní
Félicitations!,Pozitivní
Passe un moment fantastique!,Pozitivní
C'est délicieux.,Pozitivní
Je suis si heureux.,Pozitivní
C'est incroyable!,Pozitivní
Quelle belle surprise!,Pozitivní
Tu as fait un excellent travail!,Pozitivní
Je suis enthousiasmé par ça.,Pozitivní
Ça me fait sourire.,Pozitivní
Je suis très satisfait des résultats.,Pozitivní
C'est exactement ce que je voulais.,Pozitivní
La vue est à couper le souffle.,Pozitivní
Je me sens merveilleusement bien et heureux.,Pozitivní
Le temps est beau.,Pozitivní
C'est une journée terrible.,Negativní
Je me sens horriblement mal aujourd'hui.,Negativní
Tout va de travers.,Negativní
Quel temps épouvantable!,Negativní
Je déteste ça!,Negativní
Mauvais travail.,Negativní
Mes condoléances.,Negativní
C'est dégoûtant.,Negativní
Je suis si triste.,Negativní
C'est décevant.,Negativní
Quelle horrible expérience.,Negativní
Tu as fait une erreur.,Negativní
Je m'inquiète à ce sujet.,Negativní
Ça me met en colère.,Negativní
Je suis très insatisfait du service.,Negativní
Ce n'est pas ce à quoi je m'attendais.,Negativní
La situation est désespérée.,Negativní
Nous avons eu un voyage terrible.,Negativní
La journée est terrible.,Negativní
Je suis triste et déçu.,Negativní
Dit is een geweldige dag!,Pozitivní
Ik voel me vandaag fantastisch.,Pozitivní
Alles gaat goed.,Pozitivní
Wat een prachtig weer!,Pozitivní
Ik hou hiervan!,Pozitivní
Uitstekend werk!,Pozitivní
Gefeliciteerd!,Pozitivní
Heb een fantastische tijd!,Pozitivní
Dit smaakt heerlijk.,Pozitivní
Ik ben zo blij.,Pozitivní
Dit is geweldig!,Pozitivní
Wat een leuke verrassing!,Pozitivní
Je hebt geweldig werk geleverd!,Pozitivní
Ik ben hier enthousiast over.,Pozitivní
Dit tovert een glimlach op mijn gezicht.,Pozitivní
Ik ben zeer tevreden met de resultaten.,Pozitivní
Dit is precies wat ik wilde.,Pozitivní
Het uitzicht is adembenemend.,Pozitivní
Ik voel me fantastisch en blij.,Pozitivní
Het weer is prachtig.,Pozitivní
Dit is een vreselijke dag.,Negativní
Ik voel me vandaag vreselijk.,Negativní
Alles gaat mis.,Negativní
Wat een afschuwelijk weer!,Negativní
Ik haat dit!,Negativní
Slecht werk.,Negativní
Mijn condoleances.,Negativní
Dit smaakt walgelijk.,Negativní
Ik ben zo verdrietig.,Negativní
Dit is teleurstellend.,Negativní
Wat een vreselijke ervaring.,Negativní
Je hebt een fout gemaakt.,Negativní
Ik maak me hier zorgen over.,Negativní
Dit maakt me boos.,Negativní
Ik ben zeer ontevreden over de service.,Negativní
Dit is niet wat ik had verwacht.,Negativní
De situatie is hopeloos.,Negativní
We hadden een vreselijke reis.,Negativní
De dag is vreselijk.,Negativní
Ik ben verdrietig en ontevreden.,Negativní
Det er en dejlig dag!,Pozitivní
Jeg har det vidunderligt i dag.,Pozitivní
Alt går godt.,Pozitivní
Hvilket smukt vejr!,Pozitivní
Jeg elsker det her!,Pozitivní
Fremragende arbejde!,Pozitivní
Tillykke!,Pozitivní
Hav en fantastisk tid!,Pozitivní
Det smager lækkert.,Pozitivní
Jeg er så glad.,Pozitivní
Det er fantastisk!,Pozitivní
Hvilken dejlig overraskelse!,Pozitivní
Du gjorde et godt stykke arbejde!,Pozitivní
Jeg er spændt på det her.,Pozitivní
Det får mig til at smile.,Pozitivní
Jeg er meget tilfreds med resultaterne.,Pozitivní
Det er præcis hvad jeg ønskede.,Pozitivní
Udsigten er betagende.,Pozitivní
Jeg føler mig vidunderligt og glad.,Pozitivní
Vejret er smukt.,Pozitivní
Det er en forfærdelig dag.,Negativní
Jeg har det forfærdeligt i dag.,Negativní
Alt går galt.,Negativní
Hvilket forfærdeligt vejr!,Negativní
Jeg hader det her!,Negativní
Dårligt arbejde.,Negativní
Min kondolence.,Negativní
Det smager afskyeligt.,Negativní
Jeg er så ked af det.,Negativní
Det er skuffende.,Negativní
Hvilken forfærdelig oplevelse.,Negativní
Du lavede en fejl.,Negativní
Jeg er bekymret for det her.,Negativní
Det gør mig vred.,Negativní
Jeg er meget utilfreds med servicen.,Negativní
Det er ikke hvad jeg forventede.,Negativní
Situationen er håbløs.,Negativní
Vi havde en forfærdelig tur.,Negativní
Dagen er forfærdelig.,Negativní
Jeg er ked af det og skuffet.,Negativní
Questa è una giornata fantastica!,Pozitivní
Oggi mi sento meravigliosamente.,Pozitivní
Tutto sta andando bene.,Pozitivní
Che bel tempo!,Pozitivní
Adoro questo!,Pozitivní
Ottimo lavoro!,Pozitivní
Congratulazioni!,Pozitivní
Divertiti tantissimo!,Pozitivní
Questo ha un sapore delizioso.,Pozitivní
Sono così felice.,Pozitivní
Questo è fantastico!,Pozitivní
Che bella sorpresa!,Pozitivní
Hai fatto un ottimo lavoro!,Pozitivní
Sono entusiasta di questo.,Pozitivní
Questo mi fa sorridere.,Pozitivní
Sono molto soddisfatto dei risultati.,Pozitivní
Questo è esattamente quello che volevo.,Pozitivní
La vista è mozzafiato.,Pozitivní
Mi sento meravigliosamente e felice.,Pozitivní
Il tempo è bello.,Pozitivní
Questa è una giornata terribile.,Negativní
Oggi mi sento malissimo.,Negativní
Tutto sta andando storto.,Negativní
Che tempo terribile!,Negativní
Odio questo!,Negativní
Lavoro scadente.,Negativní
Le mie condoglianze.,Negativní
Questo ha un sapore disgustoso.,Negativní
Sono così triste.,Negativní
Questo è deludente.,Negativní
Che esperienza orribile.,Negativní
Hai commesso un errore.,Negativní
Sono preoccupato per questo.,Negativní
Questo mi fa arrabbiare.,Negativní
Sono molto insoddisfatto del servizio.,Negativní
Questo non è quello che mi aspettavo.,Negativní
La situazione è senza speranza.,Negativní
Abbiamo fatto un viaggio terribile.,Negativní
La giornata è terribile.,Negativní
Sono triste e deluso.,Negativní
Tohle je skvělý den!,Pozitivní
Dnes se cítím báječně.,Pozitivní
Všechno jde dobře.,Pozitivní
Jaké krásné počasí!,Pozitivní
Miluji to!,Pozitivní
Výborná práce!,Pozitivní
Gratuluji!,Pozitivní
Užij si to!,Pozitivní
Chutná to výborně.,Pozitivní
Jsem tak šťastný.,Pozitivní
To je úžasné!,Pozitivní
Jaké milé překvapení!,Pozitivní
Odvedl jsi skvělou práci!,Pozitivní
Jsem z toho nadšený.,Pozitivní
Tohle mě rozesměje.,Pozitivní
Jsem velmi spokojen s výsledky.,Pozitivní
Přesně tohle jsem chtěl.,Pozitivní
Ten výhled bere dech.,Pozitivní
Cítím se báječně a šťastný.,Pozitivní
Počasí je krásné.,Pozitivní
Tohle je hrozný den.,Negativní
Dnes se cítím hrozně.,Negativní
Všechno jde špatně.,Negativní
Jaké příšerné počasí!,Negativní
Nenávidím to!,Negativní
Špatná práce.,Negativní
Upřímnou soustrast.,Negativní
Chutná to odporně.,Negativní
Jsem tak smutný.,Negativní
To je zklamání.,Negativní
Jaká hrozná zkušenost.,Negativní
Udělal jsi chybu.,Negativní
Mám z toho obavy.,Negativní
Tohle mě štve.,Negativní
Jsem velmi nespokojen se službami.,Negativní
Tohle není to co jsem čekal.,Negativní
Situace je beznadějná.,Negativní
Měli jsme hrozný výlet.,Negativní
Ten den je hrozný.,Negativní
Jsem smutný a zklamaný.,Negativní
Toto je skvelý deň!,Pozitivní
Dnes sa cítim úžasne.,Pozitivní
Všetko ide dobre.,Pozitivní
Aké krásne počasie!,Pozitivní
Milujem to!,Pozitivní
Výborná práca!,Pozitivní
Gratulujem!,Pozitivní
Uži si to!,Pozitivní
Chutí to výborne.,Pozitivní
Som taký šťastný.,Pozitivní
To je úžasné!,Pozitivní
Aké milé prekvapenie!,Pozitivní
Odviedol si skvelú prácu!,Pozitivní
Som z toho nadšený.,Pozitivní
Toto ma rozosmeje.,Pozitivní
Som veľmi spokojný s výsledkami.,Pozitivní
Presne toto som chcel.,Pozitivní
Ten výhľad vyráža dych.,Pozitivní
Cítim sa úžasne a šťastný.,Pozitivní
Počasie je krásne.,Pozitivní
Toto je hrozný deň.,Negativní
Dnes sa cítim hrozne.,Negativní
Všetko ide zle.,Negativní
Aké príšerné počasie!,Negativní
Nenávidím to!,Negativní
Zlá práca.,Negativní
Úprimnú sústrasť.,Negativní
Chutí to odporne.,Negativní
Som taký smutný.,Negativní
To je sklamanie.,Negativní
Aká hrozná skúsenosť.,Negativní
Urobil si chybu.,Negativní
Mám z toho obavy.,Negativní
Toto ma hnevá.,Negativní
Som veľmi nespokojný so službami.,Negativní
Toto nie je to čo som čakal.,Negativní
Situácia je beznádejná.,Negativní
Mali sme hrozný výlet.,Negativní
Ten deň je hrozný.,Negativní
Som smutný a sklamaný.,Negativní
Ez egy nagyszerű nap!,Pozitivní
Csodálatosan érzem magam ma.,Pozitivní
Minden rendben megy.,Pozitivní
Milyen szép idő!,Pozitivní
Imádom ezt!,Pozitivní
Kiváló munka!,Pozitivní
Gratulálok!,Pozitivní
Érezd magad fantasztikusan!,Pozitivní
Ez finom ízű.,Pozitivní
Olyan boldog vagyok.,Pozitivní
Ez csodálatos!,Pozitivní
Milyen kedves meglepetés!,Pozitivní
Nagyszerű munkát végeztél!,Pozitivní
Izgatott vagyok emiatt.,Pozitivní
Ez megmosolyogtat.,Pozitivní
Nagyon elégedett vagyok az eredményekkel.,Pozitivní
Pontosan ezt akartam.,Pozitivní
A kilátás lélegzetelállító.,Pozitivní
Csodálatosan érzem magam és boldog vagyok.,Pozitivní
Az idő szép.,Pozitivní
Ez egy szörnyű nap.,Negativní
Szörnyen érzem magam ma.,Negativní
Minden rosszul sül el.,Negativní
Milyen borzasztó idő!,Negativní
Utálom ezt!,Negativní
Rossz munka.,Negativní
Részvétem.,Negativní
Ennek undorító íze van.,Negativní
Olyan szomorú vagyok.,Negativní
Ez kiábrándító.,Negativní
Milyen szörnyű élmény.,Negativní
Hibáztál.,Negativní
Aggódom emiatt.,Negativní
Ez feldühít.,Negativní
Nagyon elégedetlen vagyok a szolgáltatással.,Negativní
Nem ezt vártam.,Negativní
A helyzet reménytelen.,Negativní
Szörnyű utazásunk volt.,Negativní
Ez egy szörnyű nap.,Negativní
Szomorú és csalódott vagyok.,Negativní
"Everything is good.",Pozitivní
"This is great work.",Pozitivní
"I feel well.",Pozitivní
"This is a bad situation.",Negativní
"I feel awful about it.",Negativní
"The results are not good.",Negativní
"Todo está bien.",Pozitivní
"Este trabajo es excelente.",Pozitivní
"Me siento genial.",Pozitivní
"Todo va mal.",Negativní
"Esto es terrible.",Negativní
"La experiencia fue horrible.",Negativní
"Tudo está bem.",Pozitivní
"Este trabalho é excelente.",Pozitivní
"Sinto-me ótimo.",Pozitivní
"Tudo está mal.",Negativní
"Isto é terrível.",Negativní
"O trabalho foi mau.",Negativní
"Alles ist gut.",Pozitivní
"Das ist großartige Arbeit.",Pozitivní
"Ich fühle mich wohl.",Pozitivní
"Das ist schlecht.",Negativní
"Ich fühle mich furchtbar.",Negativní
"Das Ergebnis ist schlecht.",Negativní
"Wszystko jest dobrze.",Pozitivní
"To wspaniała praca.",Pozitivní
"Czuję się świetnie.",Pozitivní
"Wszystko jest źle.",Negativní
"To okropne.",Negativní
"Praca była słaba.",Negativní
"Tout est bien.",Pozitivní
"C'est excellent travail.",Pozitivní
"Je me sens bien.",Pozitivní
"Tout va mal.",Negativní
"C'est terrible.",Negativní
"Le travail était mauvais.",Negativní
"Alles is goed.",Pozitivní
"Dit is geweldig werk.",Pozitivní
"Ik voel me goed.",Pozitivní
"Alles is slecht.",Negativní
"Ik voel me vreselijk.",Negativní
"De resultaten zijn teleurstellend.",Negativní
"Alt er godt.",Pozitivní
"Dette er fremragende arbejde.",Pozitivní
"Jeg har det godt.",Pozitivní
"Alt er dårligt.",Negativní
"Jeg har det forfærdeligt.",Negativní
"Resultaterne er skuffende.",Negativní
"Tutto va bene.",Pozitivní
"Questo è ottimo lavoro.",Pozitivní
"Mi sento bene.",Pozitivní
"Tutto va male.",Negativní
"Questo è terribile.",Negativní
"Il lavoro era scadente.",Negativní
"Všechno je dobře.",Pozitivní
"Mám se fajn.",Pozitivní
"Mám se nedobře.",Negativní
"Mám se na nic.",Negativní
"Tohle bylo parádní.",Pozitivní
"Perfektní.",Pozitivní
"Úplně skvělý.",Pozitivní
"Všechno je na hovno.",Negativní
"Stojí to za hovno."Negativní
"Naprosto parádní!.", Pozitivní
"To je skvělá práce.",Pozitivní
"Cítím se dobře.",Pozitivní
"Všechno je špatně.",Negativní
"To je hrozné.",Negativní
"Jsem nespokojen.",Negativní
"Všetko je dobre.",Pozitivní
"To je skvelá práca.",Pozitivní
"Cítim sa dobre.",Pozitivní
"Všetko je zle.",Negativní
"To je hrozné.",Negativní
"Som nespokojný.",Negativní
"Minden jól megy.",Pozitivní
"Ez kiváló munka.",Pozitivní
"Jól érzem magam.",Pozitivní
"Minden rossz.",Negativní
"Ez szörnyű.",Negativní
"Elégedetlen vagyok.",Negativní
"I am happy.",Pozitivní
"I love this weather.",Pozitivní
"Everything is good.",Pozitivní
"I am sad.",Negativní
"I hate this weather.",Negativní
"Everything is bad.",Negativní
"Estoy feliz.",Pozitivní
"Me encanta este tiempo.",Pozitivní
"Todo está bien.",Pozitivní
"Estoy triste.",Negativní
"Odio este tiempo.",Negativní
"Todo está mal.",Negativní
"Estou feliz.",Pozitivní
"Adoro este tempo.",Pozitivní
"Tudo está bem.",Pozitivní
"Estou triste.",Negativní
"Odeio este tempo.",Negativní
"Tudo está mal.",Negativní
"Ich bin glücklich.",Pozitivní
"Ich liebe dieses Wetter.",Pozitivní
"Alles ist gut.",Pozitivní
"Ich bin traurig.",Negativní
"Ich hasse dieses Wetter.",Negativní
"Alles ist schlecht.",Negativní
"Jestem szczęśliwy.",Pozitivní
"Uwielbiam tę pogodę.",Pozitivní
"Wszystko jest dobrze.",Pozitivní
"Jestem smutny.",Negativní
"Nienawidzę tej pogody.",Negativní
"Wszystko jest źle.",Negativní
"Je suis heureux.",Pozitivní
"J'adore ce temps.",Pozitivní
"Tout va bien.",Pozitivní
"Je suis triste.",Negativní
"Je déteste ce temps.",Negativní
"Tout va mal.",Negativní
"Ik ben blij.",Pozitivní
"Ik hou van dit weer.",Pozitivní
"Alles is goed.",Pozitivní
"Ik ben verdrietig.",Negativní
"Ik haat dit weer.",Negativní
"Alles is slecht.",Negativní
"Jeg er glad.",Pozitivní
"Jeg elsker dette vejr.",Pozitivní
"Alt er godt.",Pozitivní
"Jeg er ked af det.",Negativní
"Jeg hader dette vejr.",Negativní
"Alt er dårligt.",Negativní
"Sono felice.",Pozitivní
"Adoro questo tempo.",Pozitivní
"Tutto va bene.",Pozitivní
"Sono triste.",Negativní
"Odio questo tempo.",Negativní
"Tutto va male.",Negativní
"Jsem šťastný.",Pozitivní
"Miluji toto počasí.",Pozitivní
"Všechno je dobře.",Pozitivní
"Jsem smutný.",Negativní
"Nenávidím toto počasí.",Negativní
"Všechno je špatně.",Negativní
"Som šťastný.",Pozitivní
"Milujem toto počasie.",Pozitivní
"Všetko je dobre.",Pozitivní
"Som smutný.",Negativní
"Nenávidím toto počasie.",Negativní
"Všetko je zle.",Negativní
"Boldog vagyok.",Pozitivní
"Imádom ezt az időt.",Pozitivní
"Minden jól van.",Pozitivní
"Szomorú vagyok.",Negativní
"Utálom ezt az időt.",Negativní
"Minden rossz.",Negativní
